date,article_count,moving_average,delta,is_peak
2023-04-27,1529,1305.857142857143,223.1428571428571,False
2023-04-28,1482,1307.0,175.0,False
2023-04-29,802,1309.2857142857142,-507.2857142857142,False
2023-04-30,721,1317.857142857143,-596.8571428571429,False
2023-05-01,789,1328.0,-539.0,False
2023-05-02,1425,1226.0,199.0,False
2023-05-03,1566,1210.857142857143,355.1428571428571,False
2023-05-04,1552,1187.7142857142858,364.2857142857142,False
2023-05-05,1471,1191.0,280.0,False
2023-05-06,737,1189.4285714285713,-452.42857142857133,False
2023-05-07,1088,1180.142857142857,-92.14285714285711,False
2023-05-08,840,1232.5714285714287,-392.57142857142867,False
2023-05-09,887,1239.857142857143,-352.8571428571429,False
2023-05-10,1704,1163.0,541.0,False
2023-05-11,1539,1182.7142857142858,356.2857142857142,False
2023-05-12,1516,1180.857142857143,335.1428571428571,False
2023-05-13,763,1187.2857142857142,-424.2857142857142,False
2023-05-14,636,1191.0,-555.0,False
2023-05-15,1479,1126.4285714285713,352.57142857142867,False
2023-05-16,1590,1217.7142857142858,372.2857142857142,False
2023-05-17,1581,1318.142857142857,262.8571428571429,False
2023-05-18,1610,1300.5714285714287,309.42857142857133,False
2023-05-19,1596,1310.7142857142858,285.2857142857142,False
2023-05-20,733,1322.142857142857,-589.1428571428571,False
2023-05-21,741,1317.857142857143,-576.8571428571429,False
2023-05-22,1577,1332.857142857143,244.1428571428571,False
2023-05-23,1622,1346.857142857143,275.1428571428571,False
2023-05-24,1564,1351.4285714285713,212.57142857142867,False
2023-05-25,1662,1349.0,313.0,False
2023-05-26,1525,1356.4285714285713,168.57142857142867,False
2023-05-27,825,1346.2857142857142,-521.2857142857142,False
2023-05-28,711,1359.4285714285713,-648.4285714285713,False
2023-05-29,1517,1355.142857142857,161.8571428571429,False
2023-05-30,1607,1346.5714285714287,260.42857142857133,False
2023-05-31,1678,1344.4285714285713,333.57142857142867,False
2023-06-01,1737,1360.7142857142858,376.2857142857142,False
2023-06-02,1589,1371.4285714285713,217.57142857142867,False
2023-06-03,781,1380.5714285714287,-599.5714285714287,False
2023-06-04,651,1374.2857142857142,-723.2857142857142,False
2023-06-05,1589,1365.7142857142858,223.28571428571422,False
2023-06-06,1623,1376.0,247.0,False
2023-06-07,1616,1378.2857142857142,237.71428571428578,False
2023-06-08,1650,1369.4285714285713,280.57142857142867,False
2023-06-09,1578,1357.0,221.0,False
2023-06-10,798,1355.4285714285713,-557.4285714285713,False
2023-06-11,657,1357.857142857143,-700.8571428571429,False
2023-06-12,1596,1358.7142857142858,237.28571428571422,False
2023-06-13,1665,1359.7142857142858,305.2857142857142,False
2023-06-14,1607,1365.7142857142858,241.28571428571422,False
2023-06-15,1446,1364.4285714285713,81.57142857142867,False
2023-06-16,1526,1335.2857142857142,190.71428571428578,False
2023-06-17,797,1327.857142857143,-530.8571428571429,False
2023-06-18,651,1327.7142857142858,-676.7142857142858,False
2023-06-19,1418,1326.857142857143,91.14285714285711,False
2023-06-20,1580,1301.4285714285713,278.57142857142867,False
2023-06-21,910,1289.2857142857142,-379.2857142857142,False
2023-06-22,1484,1189.7142857142858,294.2857142857142,False
2023-06-23,1476,1195.142857142857,280.8571428571429,False
2023-06-24,824,1188.0,-364.0,False
2023-06-25,692,1191.857142857143,-499.8571428571429,False
2023-06-26,770,1197.7142857142858,-427.7142857142858,False
2023-06-27,1350,1105.142857142857,244.8571428571429,False
2023-06-28,1477,1072.2857142857142,404.7142857142858,False
2023-06-29,1452,1153.2857142857142,298.7142857142858,False
2023-06-30,1445,1148.7142857142858,296.2857142857142,False
2023-07-01,742,1144.2857142857142,-402.2857142857142,False
2023-07-02,658,1132.5714285714287,-474.57142857142867,False
2023-07-03,942,1127.7142857142858,-185.71428571428578,False
2023-07-04,918,1152.2857142857142,-234.28571428571422,False
2023-07-05,1126,1090.5714285714287,35.42857142857133,False
2023-07-06,1207,1040.4285714285713,166.57142857142867,False
2023-07-07,1061,1005.4285714285714,55.571428571428555,False
2023-07-08,627,950.5714285714286,-323.57142857142856,False
2023-07-09,573,934.1428571428571,-361.1428571428571,False
2023-07-10,1053,922.0,131.0,False
2023-07-11,1127,937.8571428571429,189.1428571428571,False
2023-07-12,1122,967.7142857142857,154.28571428571433,False
2023-07-13,1233,967.1428571428571,265.8571428571429,False
2023-07-14,1185,970.8571428571429,214.1428571428571,False
2023-07-15,668,988.5714285714286,-320.57142857142856,False
2023-07-16,492,994.4285714285714,-502.42857142857144,False
2023-07-17,1254,982.8571428571429,271.1428571428571,False
2023-07-18,1305,1011.5714285714286,293.42857142857144,False
2023-07-19,1336,1037.0,299.0,False
2023-07-20,1406,1067.5714285714287,338.42857142857133,False
2023-07-21,1320,1092.2857142857142,227.71428571428578,False
2023-07-22,602,1111.5714285714287,-509.57142857142867,False
2023-07-23,553,1102.142857142857,-549.1428571428571,False
2023-07-24,1291,1110.857142857143,180.1428571428571,False
2023-07-25,1395,1116.142857142857,278.8571428571429,False
2023-07-26,1406,1129.0,277.0,False
2023-07-27,1415,1139.0,276.0,False
2023-07-28,1295,1140.2857142857142,154.71428571428578,False
2023-07-29,647,1136.7142857142858,-489.7142857142858,False
2023-07-30,579,1143.142857142857,-564.1428571428571,False
2023-07-31,1306,1146.857142857143,159.1428571428571,False
2023-08-01,1346,1149.0,197.0,False
2023-08-02,1435,1142.0,293.0,False
2023-08-03,1361,1146.142857142857,214.8571428571429,False
2023-08-04,1298,1138.4285714285713,159.57142857142867,False
2023-08-05,659,1138.857142857143,-479.8571428571429,False
2023-08-06,560,1140.5714285714287,-580.5714285714287,False
2023-08-07,1297,1137.857142857143,159.1428571428571,False
2023-08-08,1418,1136.5714285714287,281.42857142857133,False
2023-08-09,1416,1146.857142857143,269.1428571428571,False
2023-08-10,1376,1144.142857142857,231.8571428571429,False
2023-08-11,1360,1146.2857142857142,213.71428571428578,False
2023-08-12,695,1155.142857142857,-460.1428571428571,False
2023-08-13,588,1160.2857142857142,-572.2857142857142,False
2023-08-14,1213,1164.2857142857142,48.71428571428578,False
2023-08-15,683,1152.2857142857142,-469.2857142857142,False
2023-08-16,1240,1047.2857142857142,192.71428571428578,False
2023-08-17,1276,1022.1428571428571,253.8571428571429,False
2023-08-18,1235,1007.8571428571429,227.1428571428571,False
2023-08-19,672,990.0,-318.0,False
2023-08-20,516,986.7142857142857,-470.71428571428567,False
2023-08-21,1182,976.4285714285714,205.57142857142856,False
2023-08-22,1260,972.0,288.0,False
2023-08-23,1323,1054.4285714285713,268.57142857142867,False
2023-08-24,1332,1066.2857142857142,265.7142857142858,False
2023-08-25,964,1074.2857142857142,-110.28571428571422,False
2023-08-26,523,1035.5714285714287,-512.5714285714287,False
2023-08-27,519,1014.2857142857143,-495.28571428571433,False
2023-08-28,1212,1014.7142857142857,197.28571428571433,False
2023-08-29,1219,1019.0,200.0,False
2023-08-30,1312,1013.1428571428571,298.8571428571429,False
2023-08-31,1239,1011.5714285714286,227.42857142857144,False
2023-09-01,1199,998.2857142857143,200.71428571428567,False
2023-09-02,659,1031.857142857143,-372.8571428571429,False
2023-09-03,567,1051.2857142857142,-484.2857142857142,False
2023-09-04,1191,1058.142857142857,132.8571428571429,False
2023-09-05,1227,1055.142857142857,171.8571428571429,False
2023-09-06,1274,1056.2857142857142,217.71428571428578,False
2023-09-07,1231,1050.857142857143,180.1428571428571,False
2023-09-08,1248,1049.7142857142858,198.28571428571422,False
2023-09-09,649,1056.7142857142858,-407.7142857142858,False
2023-09-10,604,1055.2857142857142,-451.2857142857142,False
2023-09-11,1316,1060.5714285714287,255.42857142857133,False
2023-09-12,1259,1078.4285714285713,180.57142857142867,False
2023-09-13,1354,1083.0,271.0,False
2023-09-14,1111,1094.4285714285713,16.57142857142867,False
2023-09-15,175,1077.2857142857142,-902.2857142857142,False
2023-09-16,720,924.0,-204.0,False
2023-09-17,657,934.1428571428571,-277.1428571428571,False
2023-09-18,683,941.7142857142857,-258.71428571428567,False
2023-09-19,627,851.2857142857143,-224.28571428571433,False
2023-09-20,1365,761.0,604.0,False
2023-09-21,1419,762.5714285714286,656.4285714285714,True
2023-09-22,1388,806.5714285714286,581.4285714285714,False
2023-09-23,770,979.8571428571429,-209.8571428571429,False
2023-09-24,685,987.0,-302.0,False
2023-09-25,1425,991.0,434.0,False
2023-09-26,1556,1097.0,459.0,False
2023-09-27,1597,1229.7142857142858,367.2857142857142,False
2023-09-28,1580,1262.857142857143,317.1428571428571,False
2023-09-29,1475,1285.857142857143,189.1428571428571,False
2023-09-30,816,1298.2857142857142,-482.2857142857142,False
2023-10-01,726,1304.857142857143,-578.8571428571429,False
2023-10-02,1433,1310.7142857142858,122.28571428571422,False
2023-10-03,1603,1311.857142857143,291.1428571428571,False
2023-10-04,1641,1318.5714285714287,322.42857142857133,False
2023-10-05,1606,1324.857142857143,281.1428571428571,False
2023-10-06,1502,1328.5714285714287,173.42857142857133,False
2023-10-07,775,1332.4285714285713,-557.4285714285713,False
2023-10-08,766,1326.5714285714287,-560.5714285714287,False
2023-10-09,846,1332.2857142857142,-486.2857142857142,False
2023-10-10,1535,1248.4285714285713,286.57142857142867,False
2023-10-11,1617,1238.7142857142858,378.2857142857142,False
2023-10-12,1510,1235.2857142857142,274.7142857142858,False
2023-10-13,1482,1221.5714285714287,260.42857142857133,False
2023-10-14,770,1218.7142857142858,-448.7142857142858,False
2023-10-15,700,1218.0,-518.0,False
2023-10-16,1604,1208.5714285714287,395.42857142857133,False
2023-10-17,1695,1316.857142857143,378.1428571428571,False
2023-10-18,1796,1339.7142857142858,456.2857142857142,False
2023-10-19,1728,1365.2857142857142,362.7142857142858,False
2023-10-20,1516,1396.4285714285713,119.57142857142867,False
2023-10-21,925,1401.2857142857142,-476.2857142857142,False
2023-10-22,752,1423.4285714285713,-671.4285714285713,False
2023-10-23,1473,1430.857142857143,42.14285714285711,False
2023-10-24,1612,1412.142857142857,199.8571428571429,False
2023-10-25,1627,1400.2857142857142,226.71428571428578,False
2023-10-26,1629,1376.142857142857,252.8571428571429,False
2023-10-27,960,1362.0,-402.0,False
2023-10-28,879,1282.5714285714287,-403.57142857142867,False
2023-10-29,859,1276.0,-417.0,False
2023-10-30,1627,1291.2857142857142,335.7142857142858,False
2023-10-31,1521,1313.2857142857142,207.71428571428578,False
2023-11-01,1001,1300.2857142857142,-299.2857142857142,False
2023-11-02,1526,1210.857142857143,315.1428571428571,False
2023-11-03,1526,1196.142857142857,329.8571428571429,False
2023-11-04,910,1277.0,-367.0,False
2023-11-05,818,1281.4285714285713,-463.42857142857133,False
2023-11-06,1663,1275.5714285714287,387.42857142857133,False
2023-11-07,1765,1280.7142857142858,484.2857142857142,False
2023-11-08,1733,1315.5714285714287,417.42857142857133,False
2023-11-09,1763,1420.142857142857,342.8571428571429,False
2023-11-10,1610,1454.0,156.0,False
2023-11-11,972,1466.0,-494.0,False
2023-11-12,750,1474.857142857143,-724.8571428571429,False
2023-11-13,1611,1465.142857142857,145.8571428571429,False
2023-11-14,1651,1457.7142857142858,193.28571428571422,False
2023-11-15,1720,1441.4285714285713,278.57142857142867,False
2023-11-16,1694,1439.5714285714287,254.42857142857133,False
2023-11-17,1633,1429.7142857142858,203.28571428571422,False
2023-11-18,818,1433.0,-615.0,False
2023-11-19,660,1411.0,-751.0,False
2023-11-20,1521,1398.142857142857,122.85714285714289,False
2023-11-21,1584,1385.2857142857142,198.71428571428578,False
2023-11-22,1742,1375.7142857142858,366.2857142857142,False
2023-11-23,1571,1378.857142857143,192.1428571428571,False
2023-11-24,1477,1361.2857142857142,115.71428571428578,False
2023-11-25,859,1339.0,-480.0,False
2023-11-26,785,1344.857142857143,-559.8571428571429,False
2023-11-27,1550,1362.7142857142858,187.28571428571422,False
2023-11-28,1656,1366.857142857143,289.1428571428571,False
2023-11-29,1664,1377.142857142857,286.8571428571429,False
2023-11-30,1648,1366.0,282.0,False
2023-12-01,1606,1377.0,229.0,False
2023-12-02,856,1395.4285714285713,-539.4285714285713,False
2023-12-03,733,1395.0,-662.0,False
2023-12-04,1619,1387.5714285714287,231.42857142857133,False
2023-12-05,1643,1397.4285714285713,245.57142857142867,False
2023-12-06,1675,1395.5714285714287,279.42857142857133,False
2023-12-07,1559,1397.142857142857,161.8571428571429,False
2023-12-08,898,1384.4285714285713,-486.42857142857133,False
2023-12-09,793,1283.2857142857142,-490.2857142857142,False
2023-12-10,764,1274.2857142857142,-510.2857142857142,False
2023-12-11,1545,1278.7142857142858,266.2857142857142,False
2023-12-12,1608,1268.142857142857,339.8571428571429,False
2023-12-13,1656,1263.142857142857,392.8571428571429,False
2023-12-14,1632,1260.4285714285713,371.57142857142867,False
2023-12-15,1512,1270.857142857143,241.1428571428571,False
2023-12-16,747,1358.5714285714287,-611.5714285714287,False
2023-12-17,1269,1352.0,-83.0,False
2023-12-18,1569,1424.142857142857,144.8571428571429,False
2023-12-19,1556,1427.5714285714287,128.42857142857133,False
2023-12-20,1622,1420.142857142857,201.8571428571429,False
2023-12-21,1580,1415.2857142857142,164.71428571428578,False
2023-12-22,1414,1407.857142857143,6.14285714285711,False
2023-12-23,755,1393.857142857143,-638.8571428571429,False
2023-12-24,664,1395.0,-731.0,False
2023-12-25,631,1308.5714285714287,-677.5714285714287,False
2023-12-26,1450,1174.5714285714287,275.42857142857133,False
2023-12-27,1549,1159.4285714285713,389.57142857142867,False
2023-12-28,1531,1149.0,382.0,False
2023-12-29,1388,1142.0,246.0,False
2023-12-30,754,1138.2857142857142,-384.2857142857142,False
2023-12-31,653,1138.142857142857,-485.1428571428571,False
2024-01-01,625,1136.5714285714287,-511.57142857142867,False
2024-01-02,1404,1135.7142857142858,268.2857142857142,False
2024-01-03,1530,1129.142857142857,400.8571428571429,False
2024-01-04,1533,1126.4285714285713,406.57142857142867,False
2024-01-05,1470,1126.7142857142858,343.2857142857142,False
2024-01-06,857,1138.4285714285713,-281.42857142857133,False
2024-01-07,861,1153.142857142857,-292.1428571428571,False
2024-01-08,1619,1182.857142857143,436.1428571428571,False
2024-01-09,1802,1324.857142857143,477.1428571428571,False
2024-01-10,1874,1381.7142857142858,492.2857142857142,False
2024-01-11,1882,1430.857142857143,451.1428571428571,False
2024-01-12,1701,1480.7142857142858,220.28571428571422,False
2024-01-13,924,1513.7142857142858,-589.7142857142858,False
2024-01-14,786,1523.2857142857142,-737.2857142857142,False
2024-01-15,1721,1512.5714285714287,208.42857142857133,False
2024-01-16,1791,1527.142857142857,263.8571428571429,False
2024-01-17,1789,1525.5714285714287,263.42857142857133,False
2024-01-18,1748,1513.4285714285713,234.57142857142867,False
2024-01-19,1650,1494.2857142857142,155.71428571428578,False
2024-01-20,868,1487.0,-619.0,False
2024-01-21,817,1479.0,-662.0,False
2024-01-22,1596,1483.4285714285713,112.57142857142867,False
2024-01-23,1757,1465.5714285714287,291.42857142857133,False
2024-01-24,1677,1460.7142857142858,216.28571428571422,False
2024-01-25,1712,1444.7142857142858,267.2857142857142,False
2024-01-26,1649,1439.5714285714287,209.42857142857133,False
2024-01-27,880,1439.4285714285713,-559.4285714285713,False
2024-01-28,845,1441.142857142857,-596.1428571428571,False
2024-01-29,1507,1445.142857142857,61.85714285714289,False
2024-01-30,1472,1432.4285714285713,39.57142857142867,False
2024-01-31,1654,1391.7142857142858,262.2857142857142,False
2024-02-01,1731,1388.4285714285713,342.57142857142867,False
2024-02-02,1471,1391.142857142857,79.85714285714289,False
2024-02-03,947,1365.7142857142858,-418.7142857142858,False
2024-02-04,810,1375.2857142857142,-565.2857142857142,False
2024-02-05,1571,1370.2857142857142,200.71428571428578,False
2024-02-06,1796,1379.4285714285713,416.57142857142867,False
2024-02-07,1702,1425.7142857142858,276.2857142857142,False
2024-02-08,1764,1432.5714285714287,331.42857142857133,False
2024-02-09,1528,1437.2857142857142,90.71428571428578,False
2024-02-10,887,1445.4285714285713,-558.4285714285713,False
2024-02-11,709,1436.857142857143,-727.8571428571429,False
2024-02-12,1482,1422.4285714285713,59.57142857142867,False
2024-02-13,1575,1409.7142857142858,165.28571428571422,False
2024-02-14,1698,1378.142857142857,319.8571428571429,False
2024-02-15,1711,1377.5714285714287,333.42857142857133,False
2024-02-16,1556,1370.0,186.0,False
2024-02-17,937,1374.0,-437.0,False
2024-02-18,722,1381.142857142857,-659.1428571428571,False
2024-02-19,1550,1383.0,167.0,False
2024-02-20,1734,1392.7142857142858,341.2857142857142,False
2024-02-21,1707,1415.4285714285713,291.57142857142867,False
2024-02-22,1661,1416.7142857142858,244.28571428571422,False
2024-02-23,1622,1409.5714285714287,212.42857142857133,False
2024-02-24,971,1419.0,-448.0,False
2024-02-25,819,1423.857142857143,-604.8571428571429,False
2024-02-26,1620,1437.7142857142858,182.28571428571422,False
2024-02-27,1771,1447.7142857142858,323.2857142857142,False
2024-02-28,1867,1453.0,414.0,False
2024-02-29,1755,1475.857142857143,279.1428571428571,False
2024-03-01,1662,1489.2857142857142,172.71428571428578,False
2024-03-02,1032,1495.0,-463.0,False
2024-03-03,790,1503.7142857142858,-713.7142857142858,False
2024-03-04,1540,1499.5714285714287,40.42857142857133,False
2024-03-05,1640,1488.142857142857,151.8571428571429,False
2024-03-06,1683,1469.4285714285713,213.57142857142867,False
2024-03-07,1659,1443.142857142857,215.8571428571429,False
2024-03-08,1607,1429.4285714285713,177.57142857142867,False
2024-03-09,838,1421.5714285714287,-583.5714285714287,False
2024-03-10,777,1393.857142857143,-616.8571428571429,False
2024-03-11,1543,1392.0,151.0,False
2024-03-12,1635,1392.4285714285713,242.57142857142867,False
2024-03-13,1630,1391.7142857142858,238.28571428571422,False
2024-03-14,1675,1384.142857142857,290.8571428571429,False
2024-03-15,1516,1386.4285714285713,129.57142857142867,False
2024-03-16,798,1373.4285714285713,-575.4285714285713,False
2024-03-17,779,1367.7142857142858,-588.7142857142858,False
2024-03-18,1521,1368.0,153.0,False
2024-03-19,1676,1364.857142857143,311.1428571428571,False
2024-03-20,1680,1370.7142857142858,309.2857142857142,False
2024-03-21,1568,1377.857142857143,190.1428571428571,False
2024-03-22,1513,1362.5714285714287,150.42857142857133,False
2024-03-23,799,1362.142857142857,-563.1428571428571,False
2024-03-24,683,1362.2857142857142,-679.2857142857142,False
2024-03-25,1452,1348.5714285714287,103.42857142857133,False
2024-03-26,1622,1338.7142857142858,283.2857142857142,False
2024-03-27,1581,1331.0,250.0,False
2024-03-28,1508,1316.857142857143,191.1428571428571,False
2024-03-29,787,1308.2857142857142,-521.2857142857142,False
2024-03-30,718,1204.5714285714287,-486.57142857142867,False
2024-03-31,697,1193.0,-496.0,False
2024-04-01,1514,1195.0,319.0,False
2024-04-02,1672,1203.857142857143,468.1428571428571,False
2024-04-03,1685,1211.0,474.0,False
2024-04-04,1621,1225.857142857143,395.1428571428571,False
2024-04-05,1535,1242.0,293.0,False
2024-04-06,839,1348.857142857143,-509.8571428571429,False
2024-04-07,697,1366.142857142857,-669.1428571428571,False
2024-04-08,1499,1366.142857142857,132.8571428571429,False
2024-04-09,1717,1364.0,353.0,False
2024-04-10,1694,1370.4285714285713,323.57142857142867,False
2024-04-11,1747,1371.7142857142858,375.2857142857142,False
2024-04-12,1618,1389.7142857142858,228.28571428571422,False
2024-04-13,941,1401.5714285714287,-460.57142857142867,False
2024-04-14,792,1416.142857142857,-624.1428571428571,False
2024-04-15,1572,1429.7142857142858,142.28571428571422,False
2024-04-16,1819,1440.142857142857,378.8571428571429,False
2024-04-17,1683,1454.7142857142858,228.28571428571422,False
2024-04-18,1773,1453.142857142857,319.8571428571429,False
2024-04-19,1707,1456.857142857143,250.1428571428571,False
2024-04-20,927,1469.5714285714287,-542.5714285714287,False
2024-04-21,781,1467.5714285714287,-686.5714285714287,False
2024-04-22,1641,1466.0,175.0,False
2024-04-23,1722,1475.857142857143,246.1428571428571,False
2024-04-24,1759,1462.0,297.0,False
2024-04-25,1778,1472.857142857143,305.1428571428571,False
2024-04-26,1575,1473.5714285714287,101.42857142857133,False
2024-04-27,1016,1454.7142857142858,-438.7142857142858,False
2024-04-28,765,1467.4285714285713,-702.4285714285713,False
2024-04-29,1502,1465.142857142857,36.85714285714289,False
2024-04-30,1683,1445.2857142857142,237.71428571428578,False
2024-05-01,923,1439.7142857142858,-516.7142857142858,False
2024-05-02,1552,1320.2857142857142,231.71428571428578,False
2024-05-03,1558,1288.0,270.0,False
2024-05-04,847,1285.5714285714287,-438.57142857142867,False
2024-05-05,739,1261.4285714285713,-522.4285714285713,False
2024-05-06,1564,1257.7142857142858,306.2857142857142,False
2024-05-07,1747,1266.5714285714287,480.42857142857133,False
2024-05-08,1733,1275.7142857142858,457.2857142857142,False
2024-05-09,1730,1391.4285714285713,338.57142857142867,False
2024-05-10,1608,1416.857142857143,191.1428571428571,False
2024-05-11,869,1424.0,-555.0,False
2024-05-12,734,1427.142857142857,-693.1428571428571,False
2024-05-13,1522,1426.4285714285713,95.57142857142867,False
2024-05-14,1701,1420.4285714285713,280.57142857142867,False
2024-05-15,1838,1413.857142857143,424.1428571428571,False
2024-05-16,1670,1428.857142857143,241.1428571428571,False
2024-05-17,1541,1420.2857142857142,120.71428571428578,False
2024-05-18,909,1410.7142857142858,-501.7142857142858,False
2024-05-19,737,1416.4285714285713,-679.4285714285713,False
2024-05-20,1544,1416.857142857143,127.14285714285711,False
2024-05-21,877,1420.0,-543.0,False
2024-05-22,1486,1302.2857142857142,183.71428571428578,False
2024-05-23,1744,1252.0,492.0,False
