region_id,region_name,term,regional_count,global_count,relative_ratio
11,Biobio,haberse,495,12404,1.0448365522914385
11,Biobio,excelencia,413,10353,1.0444526442009783
11,Biobio,juez,1382,34655,1.0441119249496256
11,Biobio,raices,463,11611,1.0440379423048765
11,Biobio,convertido,1172,29392,1.0440069475991653
11,Biobio,terceros,576,14446,1.0439502171798072
11,Biobio,expuesto,331,8304,1.043627632008966
11,Biobio,riqueza,419,10513,1.0434995704494847
11,Biobio,compro,264,6624,1.0434905470710953
11,Biobio,toco,624,15661,1.0432058557666253
11,Biobio,producto,3358,84279,1.0431967706285807
11,Biobio,brillo,274,6878,1.0430216121455036
11,Biobio,vienen,995,24977,1.0430082004049697
11,Biobio,editorial,359,9013,1.0428695658391658
11,Biobio,concluir,291,7306,1.0428413356215576
11,Biobio,labor,1400,35160,1.0425192558389473
11,Biobio,equipos,3945,99082,1.0424546220320265
11,Biobio,aplico,222,5576,1.0424017347094716
11,Biobio,dedicada,468,11760,1.0419417670383366
11,Biobio,situacion,10909,274189,1.0416932024418486
11,Biobio,pertinentes,263,6611,1.041582099129504
11,Biobio,emprendimiento,572,14379,1.0415311448337408
11,Biobio,intenciones,413,10384,1.041334574866403
11,Biobio,completamente,1601,40254,1.0413271836962275
11,Biobio,alegria,917,23057,1.0412894113770128
11,Biobio,urgencia,1429,35936,1.041135872174341
11,Biobio,dinero,3406,85653,1.04113484293122
11,Biobio,salto,775,19497,1.0407318049793548
11,Biobio,sabado,4788,120457,1.0407034996780349
11,Biobio,pareja,4240,106719,1.0402291641042691
